verb_id,language,mood,tense,pronoun,conjugated_form
1,ES,Indicativo,Presente,vosotros,sois
1,ES,Indicativo,Presente,ellos/ellas,son
1,ES,Indicativo,pretérito perfecto compuesto,yo,sido
1,ES,Indicativo,pretérito perfecto compuesto,tú,sido
1,ES,Indicativo,pretérito perfecto compuesto,él/ella,sido
1,ES,Indicativo,pretérito perfecto compuesto,nosotros,sido
1,ES,Indicativo,pretérito perfecto compuesto,vosotros,sido
1,ES,Indicativo,pretérito perfecto compuesto,ellos/ellas,sido
1,ES,Indicativo,Imperfecto,yo,era
1,ES,Indicativo,Imperfecto,tú,eras
1,ES,Indicativo,Imperfecto,él/ella,era
1,ES,Indicativo,Imperfecto,nosotros,éramos
1,ES,Indicativo,Imperfecto,vosotros,erais
1,ES,Indicativo,Imperfecto,ellos/ellas,eran
1,ES,Indicativo,pretérito pluscuamperfecto,yo,sido
1,ES,Indicativo,pretérito pluscuamperfecto,tú,sido
1,ES,Indicativo,pretérito pluscuamperfecto,él/ella,sido
1,ES,Indicativo,pretérito pluscuamperfecto,nosotros,sido
1,ES,Indicativo,pretérito pluscuamperfecto,vosotros,sido
1,ES,Indicativo,pretérito pluscuamperfecto,ellos/ellas,sido
1,ES,Indicativo,Pretérito indefinido,yo,fui
1,ES,Indicativo,Pretérito indefinido,tú,fuiste
1,ES,Indicativo,Pretérito indefinido,él/ella,fue
1,ES,Indicativo,Pretérito indefinido,nosotros,fuimos
1,ES,Indicativo,Pretérito indefinido,vosotros,fuisteis
1,ES,Indicativo,Pretérito indefinido,ellos/ellas,fueron
1,ES,Indicativo,pretérito anterior,yo,sido
1,ES,Indicativo,pretérito anterior,tú,sido
1,ES,Indicativo,pretérito anterior,él/ella,sido
1,ES,Indicativo,pretérito anterior,nosotros,sido
1,ES,Indicativo,pretérito anterior,vosotros,sido
1,ES,Indicativo,pretérito anterior,ellos/ellas,sido
1,ES,Indicativo,Futuro,yo,seré
1,ES,Indicativo,Futuro,tú,serás
1,ES,Indicativo,Futuro,él/ella,será
1,ES,Indicativo,Futuro,nosotros,seremos
1,ES,Indicativo,Futuro,vosotros,seréis
1,ES,Indicativo,Futuro,ellos/ellas,serán
1,ES,Indicativo,futuro perfecto,yo,sido
1,ES,Indicativo,futuro perfecto,tú,sido
1,ES,Indicativo,futuro perfecto,él/ella,sido
1,ES,Indicativo,futuro perfecto,nosotros,sido
1,ES,Indicativo,futuro perfecto,vosotros,sido
1,ES,Indicativo,futuro perfecto,ellos/ellas,sido
1,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,tú,iese
1,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,él/ella,ieras
1,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,vosotros,iese
1,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,ellos/ellas,iéramos
1,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,yo,ido
1,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,tú,ido
1,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,él/ella,ido
1,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,nosotros,ido
1,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,vosotros,ido
1,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,ellos/ellas,ido
1,ES,Subjuntivo,Subjuntivo futuro,yo,iré
1,ES,Subjuntivo,Subjuntivo futuro,tú,iría
1,ES,Subjuntivo,Subjuntivo futuro,él/ella,ieres
1,ES,Subjuntivo,Subjuntivo futuro,nosotros,irá
1,ES,Subjuntivo,Subjuntivo futuro,vosotros,iría
1,ES,Subjuntivo,Subjuntivo futuro,ellos/ellas,iéremos
1,ES,Subjuntivo,Subjuntivo futuro perfecto,yo,ido
1,ES,Subjuntivo,Subjuntivo futuro perfecto,tú,ido
1,ES,Subjuntivo,Subjuntivo futuro perfecto,él/ella,ido
1,ES,Subjuntivo,Subjuntivo futuro perfecto,nosotros,ido
1,ES,Subjuntivo,Subjuntivo futuro perfecto,vosotros,ido
1,ES,Subjuntivo,Subjuntivo futuro perfecto,ellos/ellas,ido
1,ES,Subjuntivo,Subjuntivo presente,yo,sea
1,ES,Subjuntivo,Subjuntivo presente,tú,seas
1,ES,Subjuntivo,Subjuntivo presente,él/ella,sea
1,ES,Subjuntivo,Subjuntivo presente,nosotros,seamos
1,ES,Subjuntivo,Subjuntivo presente,vosotros,seáis
1,ES,Subjuntivo,Subjuntivo presente,ellos/ellas,sean
1,ES,Subjuntivo,Subjuntivo pretérito perfecto,yo,sido
1,ES,Subjuntivo,Subjuntivo pretérito perfecto,tú,sido
1,ES,Subjuntivo,Subjuntivo pretérito perfecto,él/ella,sido
1,ES,Subjuntivo,Subjuntivo pretérito perfecto,nosotros,sido
1,ES,Subjuntivo,Subjuntivo pretérito perfecto,vosotros,sido
1,ES,Subjuntivo,Subjuntivo pretérito perfecto,ellos/ellas,sido
1,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,yo,fuera
1,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,tú,fueras
1,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,él/ella,fuera
1,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,nosotros,fuéramos
1,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,vosotros,fuerais
1,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,ellos/ellas,fueran
1,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,yo,sido
1,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,tú,sido
1,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,él/ella,sido
1,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,nosotros,sido
1,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,vosotros,sido
1,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,ellos/ellas,sido
1,ES,Subjuntivo,Subjuntivo pretérito imperfecto 2,yo,fuese
1,ES,Subjuntivo,Subjuntivo pretérito imperfecto 2,tú,fueses
1,ES,Subjuntivo,Subjuntivo pretérito imperfecto 2,él/ella,fuese
1,ES,Subjuntivo,Subjuntivo pretérito imperfecto 2,nosotros,fuésemos
1,ES,Subjuntivo,Subjuntivo pretérito imperfecto 2,vosotros,fueseis
1,ES,Subjuntivo,Subjuntivo pretérito imperfecto 2,ellos/ellas,fuesen
1,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 2,yo,sido
1,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 2,tú,sido
1,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 2,él/ella,sido
1,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 2,nosotros,sido
1,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 2,vosotros,sido
1,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 2,ellos/ellas,sido
1,ES,Subjuntivo,Subjuntivo futuro,yo,fuere
1,ES,Subjuntivo,Subjuntivo futuro,tú,fueres
1,ES,Subjuntivo,Subjuntivo futuro,él/ella,fuere
1,ES,Subjuntivo,Subjuntivo futuro,nosotros,fuéremos
1,ES,Subjuntivo,Subjuntivo futuro,vosotros,fuereis
1,ES,Subjuntivo,Subjuntivo futuro,ellos/ellas,fueren
1,ES,Subjuntivo,Subjuntivo futuro perfecto,yo,sido
1,ES,Subjuntivo,Subjuntivo futuro perfecto,tú,sido
1,ES,Subjuntivo,Subjuntivo futuro perfecto,él/ella,sido
1,ES,Subjuntivo,Subjuntivo futuro perfecto,nosotros,sido
1,ES,Subjuntivo,Subjuntivo futuro perfecto,vosotros,sido
1,ES,Subjuntivo,Subjuntivo futuro perfecto,ellos/ellas,sido
1,ES,Imperativo,Imperativo,tú,sé
1,ES,Imperativo,Imperativo,él/ella,sea
1,ES,Imperativo,Imperativo,nosotros,seamos
1,ES,Imperativo,Imperativo,vosotros,sed
1,ES,Imperativo,Imperativo,ellos/ellas,sean
1,ES,Imperativo,Imperativo,tú no,seas
1,ES,Imperativo,Imperativo,él/ella no,sea
1,ES,Imperativo,Imperativo,nosotros no,seamos
1,ES,Imperativo,Imperativo,vosotros no,seáis
1,ES,Imperativo,Imperativo,ellos/ellas no,sean
1,ES,Condicional,Condicional,yo,sería
1,ES,Condicional,Condicional,tú,serías
1,ES,Condicional,Condicional,él/ella,sería
1,ES,Condicional,Condicional,nosotros,seríamos
1,ES,Condicional,Condicional,vosotros,seríais
1,ES,Condicional,Condicional,ellos/ellas,serían
1,ES,Condicional,perfecto,yo,sido
1,ES,Condicional,perfecto,tú,sido
1,ES,Condicional,perfecto,él/ella,sido
1,ES,Condicional,perfecto,nosotros,sido
1,ES,Condicional,perfecto,vosotros,sido
1,ES,Condicional,perfecto,ellos/ellas,sido
1,ES,Infinitivo,Infinitivo,,ser
1,ES,Gerundio,Gerundio,,siendo
1,ES,Participo,Participo,,sido
2,FR,Infinitif,Infinitif,,avoir
2,FR,Indicatif,présent,je,ai
2,FR,Indicatif,présent,tu,as
2,FR,Indicatif,présent,"il (elle, on)",a
2,FR,Indicatif,présent,nous,avons
2,FR,Indicatif,présent,vous,avez
2,FR,Indicatif,présent,ils (elles),ont
2,FR,Indicatif,imparfait,je,avais
2,FR,Indicatif,imparfait,tu,avais
2,FR,Indicatif,imparfait,"il (elle, on)",avait
2,FR,Indicatif,imparfait,nous,avions
2,FR,Indicatif,imparfait,vous,aviez
2,FR,Indicatif,imparfait,ils (elles),avaient
2,FR,Indicatif,futur,je,aurai
2,FR,Indicatif,futur,tu,auras
2,FR,Indicatif,futur,"il (elle, on)",aura
2,FR,Indicatif,futur,nous,aurons
2,FR,Indicatif,futur,vous,aurez
2,FR,Indicatif,futur,ils (elles),auront
2,FR,Indicatif,passé simple,je,eus
2,FR,Indicatif,passé simple,tu,eus
2,FR,Indicatif,passé simple,"il (elle, on)",eut
2,FR,Indicatif,passé simple,nous,eûmes
2,FR,Indicatif,passé simple,vous,eûtes
2,FR,Indicatif,passé simple,ils (elles),eurent
2,FR,Conditionnel,Conditionnel présent,je,aurais
2,FR,Conditionnel,Conditionnel présent,tu,aurais
2,FR,Conditionnel,Conditionnel présent,"il (elle, on)",aurait
2,FR,Conditionnel,Conditionnel présent,nous,aurions
2,FR,Conditionnel,Conditionnel présent,vous,auriez
2,FR,Conditionnel,Conditionnel présent,ils (elles),auraient
2,FR,Subjonctif,Subjonctif présent,je,aie
2,FR,Subjonctif,Subjonctif présent,tu,aies
2,FR,Subjonctif,Subjonctif présent,"il (elle, on)",ait
2,FR,Subjonctif,Subjonctif présent,nous,ayons
2,FR,Subjonctif,Subjonctif présent,vous,ayez
2,FR,Subjonctif,Subjonctif présent,ils (elles),aient
2,FR,Subjonctif,Subjonctif imparfait,je,eusse
2,FR,Subjonctif,Subjonctif imparfait,tu,eusses
2,FR,Subjonctif,Subjonctif imparfait,"il (elle, on)",eût
2,FR,Subjonctif,Subjonctif imparfait,nous,eussions
2,FR,Subjonctif,Subjonctif imparfait,vous,eussiez
2,FR,Subjonctif,Subjonctif imparfait,ils (elles),eussent
2,FR,Imperatif,Impératif,,ayez
2,FR,Participe,Participe présent,,ayant
2,FR,Participe,Participe passé,masculin singulier,eu
2,FR,Participe,Participe passé,masculin pluriel,eus
2,FR,Participe,Participe passé,feminin singulier,eue
2,FR,Participe,Participe passé,feminin pluriel,eues
2,FR,Indicatif,Passé composé,je,j'ai eu
2,FR,Indicatif,Passé composé,tu,as eu
2,FR,Indicatif,Passé composé,"il (elle, on)",a eu
2,FR,Indicatif,Passé composé,nous,avons eu
2,FR,Indicatif,Passé composé,vous,avez eu
2,FR,Indicatif,Passé composé,ils (elles),ont eu
2,ES,Indicativo,Imperfecto,yo,tuelo
2,ES,Indicativo,Imperfecto,él/ella,tolías
2,ES,Indicativo,Imperfecto,nosotros,tuele
2,ES,Indicativo,Imperfecto,ellos/ellas,tolíamos
2,ES,Indicativo,Pretérito pluscuamperfecto,yo,tido
2,ES,Indicativo,Pretérito pluscuamperfecto,tú,tido
2,ES,Indicativo,Pretérito pluscuamperfecto,él/ella,tido
2,ES,Indicativo,Pretérito pluscuamperfecto,nosotros,tido
2,ES,Indicativo,Pretérito pluscuamperfecto,vosotros,tido
2,ES,Indicativo,Pretérito pluscuamperfecto,ellos/ellas,tido
2,ES,Indicativo,Presente,yo,tengo
2,ES,Indicativo,Presente,tú,tienes
2,ES,Indicativo,Presente,él/ella,tiene
2,ES,Indicativo,Presente,nosotros,tenemos
2,ES,Indicativo,Presente,vosotros,tenéis
2,ES,Indicativo,Presente,ellos/ellas,tienen
2,ES,Indicativo,pretérito perfecto compuesto,yo,tenido
2,ES,Indicativo,pretérito perfecto compuesto,tú,tenido
2,ES,Indicativo,pretérito perfecto compuesto,él/ella,tenido
2,ES,Indicativo,pretérito perfecto compuesto,nosotros,tenido
2,ES,Indicativo,pretérito perfecto compuesto,vosotros,tenido
2,ES,Indicativo,pretérito perfecto compuesto,ellos/ellas,tenido
2,ES,Indicativo,Imperfecto,yo,tenía
2,ES,Indicativo,Imperfecto,tú,tenías
2,ES,Indicativo,Imperfecto,él/ella,tenía
2,ES,Indicativo,Imperfecto,nosotros,teníamos
2,ES,Indicativo,Imperfecto,vosotros,teníais
2,ES,Indicativo,Imperfecto,ellos/ellas,tenían
2,ES,Indicativo,pretérito pluscuamperfecto,yo,tenido
2,ES,Indicativo,pretérito pluscuamperfecto,tú,tenido
2,ES,Indicativo,pretérito pluscuamperfecto,él/ella,tenido
2,ES,Indicativo,pretérito pluscuamperfecto,nosotros,tenido
2,ES,Indicativo,pretérito pluscuamperfecto,vosotros,tenido
2,ES,Indicativo,pretérito pluscuamperfecto,ellos/ellas,tenido
2,ES,Indicativo,Pretérito indefinido,yo,tuve
2,ES,Indicativo,Pretérito indefinido,tú,tuviste
2,ES,Indicativo,Pretérito indefinido,él/ella,tuvo
2,ES,Indicativo,Pretérito indefinido,nosotros,tuvimos
2,ES,Indicativo,Pretérito indefinido,vosotros,tuvisteis
2,ES,Indicativo,Pretérito indefinido,ellos/ellas,tuvieron
2,ES,Indicativo,pretérito anterior,yo,tenido
2,ES,Indicativo,pretérito anterior,tú,tenido
2,ES,Indicativo,pretérito anterior,él/ella,tenido
2,ES,Indicativo,pretérito anterior,nosotros,tenido
2,ES,Indicativo,pretérito anterior,vosotros,tenido
2,ES,Indicativo,pretérito anterior,ellos/ellas,tenido
2,ES,Indicativo,Futuro,yo,tendré
2,ES,Indicativo,Futuro,tú,tendrás
2,ES,Indicativo,Futuro,él/ella,tendrá
2,ES,Indicativo,Futuro,nosotros,tendremos
2,ES,Indicativo,Futuro,vosotros,tendréis
2,ES,Indicativo,Futuro,ellos/ellas,tendrán
2,ES,Indicativo,futuro perfecto,yo,tenido
2,ES,Indicativo,futuro perfecto,tú,tenido
2,ES,Indicativo,futuro perfecto,él/ella,tenido
2,ES,Indicativo,futuro perfecto,nosotros,tenido
2,ES,Indicativo,futuro perfecto,vosotros,tenido
2,ES,Indicativo,futuro perfecto,ellos/ellas,tenido
2,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,yo,tuela
2,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,tú,toliese
2,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,él/ella,tolieras
2,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,nosotros,tuela
2,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,vosotros,toliese
2,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,ellos/ellas,toliéramos
2,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,yo,tido
2,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,tú,tido
2,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,él/ella,tido
2,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,nosotros,tido
2,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,vosotros,tido
2,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,ellos/ellas,tido
2,ES,Subjuntivo,Subjuntivo futuro,yo,tiré
2,ES,Subjuntivo,Subjuntivo futuro,tú,tiría
2,ES,Subjuntivo,Subjuntivo futuro,él/ella,tieres
2,ES,Subjuntivo,Subjuntivo futuro,nosotros,tirá
2,ES,Subjuntivo,Subjuntivo futuro,vosotros,tiría
2,ES,Subjuntivo,Subjuntivo futuro,ellos/ellas,tiéremos
2,ES,Subjuntivo,Subjuntivo futuro perfecto,yo,tido
2,ES,Subjuntivo,Subjuntivo futuro perfecto,tú,tido
2,ES,Subjuntivo,Subjuntivo futuro perfecto,él/ella,tido
2,ES,Subjuntivo,Subjuntivo futuro perfecto,nosotros,tido
2,ES,Subjuntivo,Subjuntivo futuro perfecto,vosotros,tido
2,ES,Subjuntivo,Subjuntivo futuro perfecto,ellos/ellas,tido
2,ES,Subjuntivo,Subjuntivo presente,yo,tenga
2,ES,Subjuntivo,Subjuntivo presente,tú,tengas
2,ES,Subjuntivo,Subjuntivo presente,él/ella,tenga
2,ES,Subjuntivo,Subjuntivo presente,nosotros,tengamos
2,ES,Subjuntivo,Subjuntivo presente,vosotros,tengáis
2,ES,Subjuntivo,Subjuntivo presente,ellos/ellas,tengan
2,ES,Subjuntivo,Subjuntivo pretérito perfecto,yo,tenido
2,ES,Subjuntivo,Subjuntivo pretérito perfecto,tú,tenido
2,ES,Subjuntivo,Subjuntivo pretérito perfecto,él/ella,tenido
2,ES,Subjuntivo,Subjuntivo pretérito perfecto,nosotros,tenido
2,ES,Subjuntivo,Subjuntivo pretérito perfecto,vosotros,tenido
2,ES,Subjuntivo,Subjuntivo pretérito perfecto,ellos/ellas,tenido
2,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,yo,tuviera
2,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,tú,tuvieras
2,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,él/ella,tuviera
2,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,nosotros,tuviéramos
2,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,vosotros,tuvierais
2,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,ellos/ellas,tuvieran
2,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,yo,tenido
2,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,tú,tenido
2,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,él/ella,tenido
2,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,nosotros,tenido
2,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,vosotros,tenido
2,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,ellos/ellas,tenido
2,ES,Subjuntivo,Subjuntivo pretérito imperfecto 2,yo,tuviese
2,ES,Subjuntivo,Subjuntivo pretérito imperfecto 2,tú,tuvieses
2,ES,Subjuntivo,Subjuntivo pretérito imperfecto 2,él/ella,tuviese
2,ES,Subjuntivo,Subjuntivo pretérito imperfecto 2,nosotros,tuviésemos
2,ES,Subjuntivo,Subjuntivo pretérito imperfecto 2,vosotros,tuvieseis
2,ES,Subjuntivo,Subjuntivo pretérito imperfecto 2,ellos/ellas,tuviesen
2,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 2,yo,tenido
2,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 2,tú,tenido
2,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 2,él/ella,tenido
2,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 2,nosotros,tenido
2,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 2,vosotros,tenido
2,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 2,ellos/ellas,tenido
2,ES,Subjuntivo,Subjuntivo futuro,yo,tuviere
2,ES,Subjuntivo,Subjuntivo futuro,tú,tuvieres
2,ES,Subjuntivo,Subjuntivo futuro,él/ella,tuviere
2,ES,Subjuntivo,Subjuntivo futuro,nosotros,tuviéremos
2,ES,Subjuntivo,Subjuntivo futuro,vosotros,tuviereis
2,ES,Subjuntivo,Subjuntivo futuro,ellos/ellas,tuvieren
2,ES,Subjuntivo,Subjuntivo futuro perfecto,yo,tenido
2,ES,Subjuntivo,Subjuntivo futuro perfecto,tú,tenido
2,ES,Subjuntivo,Subjuntivo futuro perfecto,él/ella,tenido
2,ES,Subjuntivo,Subjuntivo futuro perfecto,nosotros,tenido
2,ES,Subjuntivo,Subjuntivo futuro perfecto,vosotros,tenido
2,ES,Subjuntivo,Subjuntivo futuro perfecto,ellos/ellas,tenido
2,ES,Imperativo,Imperativo,tú,ten
2,ES,Imperativo,Imperativo,él/ella,tenga
2,ES,Imperativo,Imperativo,nosotros,tengamos
2,ES,Imperativo,Imperativo,vosotros,tened
2,ES,Imperativo,Imperativo,ellos/ellas,tengan
2,ES,Imperativo,Imperativo,tú no,tengas
2,ES,Imperativo,Imperativo,él/ella no,tenga
2,ES,Imperativo,Imperativo,nosotros no,tengamos
2,ES,Imperativo,Imperativo,vosotros no,tengáis
2,ES,Imperativo,Imperativo,ellos/ellas no,tengan
2,ES,Condicional,Condicional,yo,tendría
2,ES,Condicional,Condicional,tú,tendrías
2,ES,Condicional,Condicional,él/ella,tendría
2,ES,Condicional,Condicional,nosotros,tendríamos
2,ES,Condicional,Condicional,vosotros,tendríais
2,ES,Condicional,Condicional,ellos/ellas,tendrían
2,ES,Condicional,perfecto,yo,tenido
2,ES,Condicional,perfecto,tú,tenido
2,ES,Condicional,perfecto,él/ella,tenido
2,ES,Condicional,perfecto,nosotros,tenido
2,ES,Condicional,perfecto,vosotros,tenido
2,ES,Condicional,perfecto,ellos/ellas,tenido
2,ES,Infinitivo,Infinitivo,,tener
2,ES,Gerundio,Gerundio,,teniendo
2,ES,Participo,Participo,,tenido
3,FR,Infinitif,Infinitif,,faire
3,FR,Indicatif,présent,je,fais
3,FR,Indicatif,présent,tu,fais
3,FR,Indicatif,présent,"il (elle, on)",fait
3,FR,Indicatif,présent,nous,faisons
3,FR,Indicatif,présent,vous,faites
3,FR,Indicatif,présent,ils (elles),font
3,FR,Indicatif,imparfait,je,faisais
3,FR,Indicatif,imparfait,tu,faisais
3,FR,Indicatif,imparfait,"il (elle, on)",faisait
3,FR,Indicatif,imparfait,nous,faisions
3,FR,Indicatif,imparfait,vous,faisiez
3,FR,Indicatif,imparfait,ils (elles),faisaient
3,FR,Indicatif,futur,je,ferai
3,FR,Indicatif,futur,tu,feras
3,FR,Indicatif,futur,"il (elle, on)",fera
3,FR,Indicatif,futur,nous,ferons
3,FR,Indicatif,futur,vous,ferez
3,FR,Indicatif,futur,ils (elles),feront
3,FR,Indicatif,passé simple,je,fis
3,FR,Indicatif,passé simple,tu,fis
3,FR,Indicatif,passé simple,"il (elle, on)",fit
3,FR,Indicatif,passé simple,nous,fîmes
3,FR,Indicatif,passé simple,vous,fîtes
3,FR,Indicatif,passé simple,ils (elles),firent
3,FR,Conditionnel,Conditionnel présent,je,ferais
3,FR,Conditionnel,Conditionnel présent,tu,ferais
3,FR,Conditionnel,Conditionnel présent,"il (elle, on)",ferait
3,FR,Conditionnel,Conditionnel présent,nous,ferions
3,FR,Conditionnel,Conditionnel présent,vous,feriez
3,FR,Conditionnel,Conditionnel présent,ils (elles),feraient
3,FR,Subjonctif,Subjonctif présent,je,fasse
3,FR,Subjonctif,Subjonctif présent,tu,fasses
3,FR,Subjonctif,Subjonctif présent,"il (elle, on)",fasse
3,FR,Subjonctif,Subjonctif présent,nous,fassions
3,FR,Subjonctif,Subjonctif présent,vous,fassiez
3,FR,Subjonctif,Subjonctif présent,ils (elles),fassent
3,FR,Subjonctif,Subjonctif imparfait,je,fisse
3,FR,Subjonctif,Subjonctif imparfait,tu,fisses
3,FR,Subjonctif,Subjonctif imparfait,"il (elle, on)",fît
3,FR,Subjonctif,Subjonctif imparfait,nous,fissions
3,FR,Subjonctif,Subjonctif imparfait,vous,fissiez
3,FR,Subjonctif,Subjonctif imparfait,ils (elles),fissent
3,FR,Imperatif,Impératif,,faites
3,FR,Participe,Participe présent,,faisant
3,FR,Participe,Participe passé,masculin singulier,fait
