language_code,infinitive,mood,tense,pronoun,conjugated_form,batch,review_status,source_note
FR,dominer,Subjonctif,Subjonctif imparfait,vous,dominassiez,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,dominer,Subjonctif,Subjonctif imparfait,ils (elles),dominassent,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,transmettre,Indicatif,Présent,je,transmets,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Indicatif,Présent,tu,transmets,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Indicatif,Présent,"il (elle, on)",transmet,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Indicatif,Présent,nous,transmettons,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Indicatif,Présent,vous,transmettez,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Indicatif,Présent,ils (elles),transmettent,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Indicatif,Futur,je,transmettrai,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Indicatif,Futur,tu,transmettras,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Indicatif,Futur,"il (elle, on)",transmettra,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Indicatif,Futur,nous,transmettrons,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Indicatif,Futur,vous,transmettrez,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Indicatif,Futur,ils (elles),transmettront,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Indicatif,Passé composé,je,ai transmis,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Indicatif,Passé composé,tu,as transmis,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Indicatif,Passé composé,"il (elle, on)",a transmis,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Indicatif,Passé composé,nous,avons transmis,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Indicatif,Passé composé,vous,avez transmis,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Indicatif,Passé composé,ils (elles),ont transmis,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Indicatif,Imparfait,je,transmettais,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Indicatif,Imparfait,tu,transmettais,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Indicatif,Imparfait,"il (elle, on)",transmettait,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Indicatif,Imparfait,nous,transmettions,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Indicatif,Imparfait,vous,transmettiez,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Indicatif,Imparfait,ils (elles),transmettaient,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Conditionnel,Conditionnel présent,je,transmettrais,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Conditionnel,Conditionnel présent,tu,transmettrais,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Conditionnel,Conditionnel présent,"il (elle, on)",transmettrait,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Conditionnel,Conditionnel présent,nous,transmettrions,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Conditionnel,Conditionnel présent,vous,transmettriez,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Conditionnel,Conditionnel présent,ils (elles),transmettraient,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Impératif,Impératif,je,-,10,reviewed,irregular/compound paradigm patched manually; QA recommended; French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,transmettre,Impératif,Impératif,tu,transmets,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Impératif,Impératif,"il (elle, on)",-,10,reviewed,irregular/compound paradigm patched manually; QA recommended; French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,transmettre,Impératif,Impératif,nous,transmettons,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Impératif,Impératif,vous,transmettez,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Impératif,Impératif,ils (elles),-,10,reviewed,irregular/compound paradigm patched manually; QA recommended; French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,transmettre,Subjonctif,Subjonctif présent,je,transmette,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Subjonctif,Subjonctif présent,tu,transmettes,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Subjonctif,Subjonctif présent,"il (elle, on)",transmette,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Subjonctif,Subjonctif présent,nous,transmettions,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Subjonctif,Subjonctif présent,vous,transmettiez,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Subjonctif,Subjonctif présent,ils (elles),transmettent,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Indicatif,Passé Simple,je,transmis,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Indicatif,Passé Simple,tu,transmis,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Indicatif,Passé Simple,"il (elle, on)",transmit,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Indicatif,Passé Simple,nous,transmîmes,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Indicatif,Passé Simple,vous,transmîtes,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Indicatif,Passé Simple,ils (elles),transmirent,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Subjonctif,Subjonctif imparfait,je,transmisse,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Subjonctif,Subjonctif imparfait,tu,transmisses,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Subjonctif,Subjonctif imparfait,"il (elle, on)",transmît,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Subjonctif,Subjonctif imparfait,nous,transmissions,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Subjonctif,Subjonctif imparfait,vous,transmissiez,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,transmettre,Subjonctif,Subjonctif imparfait,ils (elles),transmissent,10,reviewed,irregular/compound paradigm patched manually; QA recommended
FR,causer,Indicatif,Présent,je,cause,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Indicatif,Présent,tu,causes,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Indicatif,Présent,"il (elle, on)",cause,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Indicatif,Présent,nous,causons,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Indicatif,Présent,vous,causez,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Indicatif,Présent,ils (elles),causent,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Indicatif,Futur,je,causerai,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Indicatif,Futur,tu,causeras,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Indicatif,Futur,"il (elle, on)",causera,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Indicatif,Futur,nous,causerons,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Indicatif,Futur,vous,causerez,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Indicatif,Futur,ils (elles),causeront,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Indicatif,Passé composé,je,ai causé,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Indicatif,Passé composé,tu,as causé,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Indicatif,Passé composé,"il (elle, on)",a causé,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Indicatif,Passé composé,nous,avons causé,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Indicatif,Passé composé,vous,avez causé,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Indicatif,Passé composé,ils (elles),ont causé,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Indicatif,Imparfait,je,causais,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Indicatif,Imparfait,tu,causais,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Indicatif,Imparfait,"il (elle, on)",causait,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Indicatif,Imparfait,nous,causions,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Indicatif,Imparfait,vous,causiez,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Indicatif,Imparfait,ils (elles),causaient,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Conditionnel,Conditionnel présent,je,causerais,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Conditionnel,Conditionnel présent,tu,causerais,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Conditionnel,Conditionnel présent,"il (elle, on)",causerait,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Conditionnel,Conditionnel présent,nous,causerions,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Conditionnel,Conditionnel présent,vous,causeriez,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Conditionnel,Conditionnel présent,ils (elles),causeraient,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Impératif,Impératif,je,-,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended; French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,causer,Impératif,Impératif,tu,cause,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Impératif,Impératif,"il (elle, on)",-,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended; French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,causer,Impératif,Impératif,nous,causons,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Impératif,Impératif,vous,causez,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Impératif,Impératif,ils (elles),-,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended; French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,causer,Subjonctif,Subjonctif présent,je,cause,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Subjonctif,Subjonctif présent,tu,causes,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Subjonctif,Subjonctif présent,"il (elle, on)",cause,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Subjonctif,Subjonctif présent,nous,causions,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Subjonctif,Subjonctif présent,vous,causiez,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Subjonctif,Subjonctif présent,ils (elles),causent,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Indicatif,Passé Simple,je,causai,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Indicatif,Passé Simple,tu,causas,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Indicatif,Passé Simple,"il (elle, on)",causa,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Indicatif,Passé Simple,nous,causâmes,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Indicatif,Passé Simple,vous,causâtes,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Indicatif,Passé Simple,ils (elles),causèrent,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Subjonctif,Subjonctif imparfait,je,causasse,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Subjonctif,Subjonctif imparfait,tu,causasses,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Subjonctif,Subjonctif imparfait,"il (elle, on)",causât,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Subjonctif,Subjonctif imparfait,nous,causassions,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Subjonctif,Subjonctif imparfait,vous,causassiez,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,causer,Subjonctif,Subjonctif imparfait,ils (elles),causassent,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,situer,Indicatif,Présent,je,situe,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,situer,Indicatif,Présent,tu,situes,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,situer,Indicatif,Présent,"il (elle, on)",situe,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,situer,Indicatif,Présent,nous,situons,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,situer,Indicatif,Présent,vous,situez,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,situer,Indicatif,Présent,ils (elles),situent,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,situer,Indicatif,Futur,je,situerai,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,situer,Indicatif,Futur,tu,situeras,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,situer,Indicatif,Futur,"il (elle, on)",situera,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,situer,Indicatif,Futur,nous,situerons,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,situer,Indicatif,Futur,vous,situerez,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,situer,Indicatif,Futur,ils (elles),situeront,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,situer,Indicatif,Passé composé,je,ai situé,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,situer,Indicatif,Passé composé,tu,as situé,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,situer,Indicatif,Passé composé,"il (elle, on)",a situé,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,situer,Indicatif,Passé composé,nous,avons situé,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
FR,situer,Indicatif,Passé composé,vous,avez situé,10,reviewed,repo-local legacy seed normalized into curated contract; QA recommended
