rank,batch,fr_infinitive,es_infinitive,link_order,legacy_ids,source_es_text,en_infinitive,ru_infinitive,cefr_level
578,12,obliger,obligar,1,580,obligar,oblige,вынуждать,A2
579,12,pencher,inclinar,1,581,inclinar,lean,наклонять,B1
580,12,informer,informar,1,582,informar,inform,сообщать,A2
581,12,correspondre,corresponder,1,583,corresponder,correspond,соответствовать,A2
582,12,conquérir,conquistar,1,584,conquistar,conquer,завоёвывать,B1
583,12,étouffer,asfixiar,1,585,"asfixiar, sofocar",suffocate,задыхаться,B1
583,12,étouffer,sofocar,2,585,"asfixiar, sofocar",suffocate,задыхаться,B1
584,12,déchiffrer,descifrar,1,586,descifrar,decipher,расшифровывать,B2
585,12,s'allonger,tumbarse,1,587,tumbarse,lie down,ложиться,A2
586,12,ressentir,sentir,1,588,sentir,feel deeply,ощущать,B1
587,12,sacrifier,sacrificar,1,589,sacrificar,sacrifice,жертвовать,B1
588,12,mordre,morder,1,590,morder,bite,кусать,A2
589,12,désirer,desear,1,591,desear,desire,желать,A2
590,12,excuser,excusar,1,592,"excusar, disculpar",excuse,извинять,A2
590,12,excuser,disculpar,2,592,"excusar, disculpar",excuse,извинять,A2
591,12,encourager,animar,1,593,"animar, alentar",encourage,поощрять,A2
591,12,encourager,alentar,2,593,"animar, alentar",encourage,поощрять,A2
592,12,subsister,subsistir,1,594,subsistir,subsist,существовать,C1
593,12,explorer,explorar,1,595,explorar,explore,исследовать,A2
594,12,nettoyer,limpiar,1,596,limpiar,clean,очищать,A1
595,12,délivrer,liberar,1,597,"liberar, entregar",release,освобождать,B2
595,12,délivrer,entregar,2,597,"liberar, entregar",release,освобождать,B2
596,12,gêner,molestar,1,598,"molestar, incomodar",bother,мешать,A2
596,12,gêner,incomodar,2,598,"molestar, incomodar",bother,мешать,A2
597,12,coller,pegar,1,599,"pegar, adherir",stick,приклеивать,A2
597,12,coller,adherir,2,599,"pegar, adherir",stick,приклеивать,A2
598,12,avertir,advertir,1,600,"advertir, avisar",warn,предупреждать,B1
598,12,avertir,avisar,2,600,"advertir, avisar",warn,предупреждать,B1
599,12,ôter,quitar,1,601,"quitar, remover",take off,снимать,B2
599,12,ôter,remover,2,601,"quitar, remover",take off,снимать,B2
600,12,élargir,ampliar,1,602,"ampliar, ensanchar",widen,расширять,B1
600,12,élargir,ensanchar,2,602,"ampliar, ensanchar",widen,расширять,B1
